,ID,Year_Birth,Age,Age_category,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,TotalAcceptedCmp,campaignAccept,Complain,Response
136,5342,1976,38,4. Adult,1. Basic,3. Divorced,9548.0,1. Lower,1,0,2012-08-08,31,0,1,3,10,6,9,29,2,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
137,9579,1959,55,5. Elderly,4. PhD,1. Married,33762.0,1. Lower,2,1,2013-07-07,61,53,1,34,2,0,16,106,3,2,2,2,8,0,0,0,0,0,0,Not Accept,0,0
138,7660,1973,41,4. Adult,4. PhD,2. Single,35860.0,2. Lower-Middle,1,1,2014-05-19,37,15,0,8,4,2,20,49,2,1,1,2,5,1,0,0,0,0,2,Accept,0,1
139,1461,1965,49,5. Elderly,4. PhD,3. Divorced,36921.0,2. Lower-Middle,1,1,2013-07-28,74,17,1,12,3,1,4,38,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
140,821,1992,22,3. Teenage,3. Master,2. Single,92859.0,4. Upper,0,0,2012-10-19,46,962,61,921,52,61,20,2077,1,5,4,12,2,0,0,0,0,0,0,Not Accept,0,0
141,11084,1976,38,4. Adult,3. Master,1. Married,65104.0,3. Upper-Middle,0,1,2013-11-14,4,738,0,232,13,20,50,1053,2,3,5,7,7,0,0,0,0,0,1,Accept,0,1
142,8690,1962,52,5. Elderly,2. Graduation,1. Married,86111.0,4. Upper,0,0,2013-04-19,73,399,28,756,36,40,126,1385,1,5,7,10,2,0,0,0,0,0,0,Not Accept,0,0
143,2937,1974,40,4. Adult,4. PhD,2. Single,68352.0,4. Upper,0,1,2013-08-28,47,614,16,132,43,33,33,871,3,8,5,9,6,0,0,0,0,0,0,Not Accept,0,0
144,9701,1988,26,4. Adult,2. Graduation,1. Married,41883.0,2. Lower-Middle,1,0,2013-03-19,13,32,34,41,73,16,116,312,3,4,2,3,7,0,0,0,0,0,0,Not Accept,0,0
145,9949,1976,38,4. Adult,2. Graduation,1. Married,59809.0,3. Upper-Middle,0,2,2012-10-18,36,598,16,141,32,41,49,877,3,3,3,6,8,0,0,0,0,0,0,Not Accept,0,0
146,10837,1975,39,4. Adult,2. Graduation,1. Married,23957.0,1. Lower,1,0,2012-10-28,47,2,1,18,20,11,16,68,1,2,0,3,6,0,0,0,0,0,1,Accept,0,1
147,3120,1981,33,4. Adult,2. Graduation,1. Married,38547.0,2. Lower-Middle,1,0,2013-08-28,49,6,1,10,0,1,4,22,1,1,0,2,8,0,0,0,0,0,0,Not Accept,1,0
148,5885,1973,41,4. Adult,3. Master,1. Married,35688.0,2. Lower-Middle,2,1,2012-08-22,94,73,3,90,12,1,32,211,7,4,1,4,8,0,0,0,0,0,0,Not Accept,0,0
149,4050,1966,48,5. Elderly,3. Master,1. Married,49605.0,2. Lower-Middle,0,0,2014-06-21,65,42,16,29,12,20,8,127,1,2,1,4,3,0,0,0,0,0,0,Not Accept,0,0
150,3830,1953,61,5. Elderly,3. Master,1. Married,59354.0,3. Upper-Middle,0,2,2014-04-24,59,295,21,78,39,13,13,459,1,4,4,7,3,0,0,0,0,0,0,Not Accept,0,0
151,7987,1969,45,4. Adult,2. Graduation,1. Married,65747.0,3. Upper-Middle,0,1,2014-03-07,96,346,17,48,23,13,13,460,4,8,1,6,6,0,1,0,0,0,1,Accept,0,0
152,7798,1972,42,4. Adult,3. Master,1. Married,46344.0,2. Lower-Middle,0,1,2012-12-14,28,233,20,57,8,20,91,429,4,7,1,5,7,0,0,0,0,0,0,Not Accept,0,0
153,92,1988,26,4. Adult,2. Graduation,2. Single,34176.0,1. Lower,1,0,2014-05-12,12,5,7,24,19,14,20,89,4,3,0,4,6,0,0,0,0,0,0,Not Accept,0,0
154,7055,1952,62,5. Elderly,4. PhD,1. Married,61010.0,3. Upper-Middle,0,1,2012-10-09,57,888,0,57,0,0,76,1021,2,8,5,11,5,0,0,0,0,0,0,Not Accept,0,0
155,10240,1949,65,5. Elderly,2. Graduation,1. Married,69372.0,4. Upper,0,0,2013-02-19,10,997,26,269,34,13,42,1381,1,10,4,6,4,0,1,1,0,0,3,Accept,0,1
156,3025,1958,56,5. Elderly,2. Graduation,2. Single,49967.0,2. Lower-Middle,0,1,2013-07-08,4,212,6,69,4,12,3,306,3,6,1,5,7,0,0,0,0,0,0,Not Accept,0,0
157,9283,1978,36,4. Adult,2. Graduation,2. Single,60199.0,3. Upper-Middle,1,2,2013-09-12,49,8,1,7,2,0,0,18,1,0,0,3,4,0,0,0,0,0,0,Not Accept,0,0
158,9970,1977,37,4. Adult,2. Graduation,1. Married,55375.0,3. Upper-Middle,0,1,2013-10-17,3,42,11,57,10,28,14,162,1,1,1,6,2,0,0,0,0,0,0,Not Accept,0,0
159,2730,1955,59,5. Elderly,2. Graduation,2. Single,80317.0,4. Upper,0,0,2013-08-20,64,536,11,387,149,91,57,1231,1,3,4,10,1,0,0,0,0,0,0,Not Accept,0,0
160,2795,1958,56,5. Elderly,3. Master,2. Single,30523.0,1. Lower,2,1,2013-07-01,0,5,0,3,0,0,5,13,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
161,9260,1945,69,6. Old,4. PhD,1. Married,70356.0,4. Upper,0,0,2012-11-05,20,1349,16,249,43,16,33,1706,2,10,6,9,6,0,0,0,0,0,0,Not Accept,0,0
162,8182,1984,30,4. Adult,2. Graduation,1. Married,23228.0,1. Lower,1,0,2014-01-05,91,53,3,49,7,4,5,121,4,3,0,4,8,0,0,0,0,0,0,Not Accept,0,0
163,10095,1975,39,4. Adult,4. PhD,3. Divorced,74165.0,4. Upper,0,0,2013-05-01,9,1001,12,240,16,12,12,1293,1,5,4,10,2,0,0,0,0,0,0,Not Accept,0,0
164,8475,1973,41,4. Adult,4. PhD,1. Married,51400.5,4. Upper,0,1,2014-03-01,98,20,2,1582,1,2,1,1608,15,0,22,0,0,0,0,0,0,0,0,Not Accept,0,0
165,4370,1966,48,5. Elderly,2. Graduation,1. Married,43482.0,2. Lower-Middle,2,1,2013-11-13,83,18,1,32,6,3,28,88,3,2,0,4,6,0,0,0,0,0,0,Not Accept,0,0
166,10573,1953,61,5. Elderly,2. Graduation,3. Divorced,62551.0,3. Upper-Middle,0,0,2013-11-18,27,125,16,98,134,21,27,421,1,6,7,4,3,1,0,0,0,0,1,Accept,0,0
167,3712,1959,55,5. Elderly,2. Graduation,3. Divorced,52332.0,3. Upper-Middle,0,0,2013-08-28,63,212,5,33,7,0,2,259,1,3,2,6,4,0,1,0,0,0,1,Accept,0,0
168,6637,1988,26,4. Adult,2. Graduation,2. Single,66951.0,3. Upper-Middle,0,0,2013-11-02,46,277,162,305,173,76,124,1117,1,3,4,7,1,0,0,0,0,0,0,Not Accept,0,0
169,3152,1957,57,5. Elderly,2. Graduation,1. Married,26091.0,1. Lower,1,1,2014-02-25,84,15,10,19,8,17,20,89,3,2,1,3,5,0,0,0,0,0,0,Not Accept,0,0
170,5610,1965,49,5. Elderly,2. Graduation,1. Married,33456.0,1. Lower,1,1,2014-04-21,58,7,3,10,8,1,7,36,2,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
171,6460,1982,32,4. Adult,2. Graduation,1. Married,28718.0,1. Lower,1,0,2013-07-13,78,12,4,6,11,8,16,57,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
172,1349,1970,44,4. Adult,2. Graduation,1. Married,50447.0,2. Lower-Middle,2,0,2014-04-21,4,85,7,24,2,3,27,148,1,3,1,3,6,0,0,0,0,0,0,Not Accept,0,0
173,1880,1959,55,5. Elderly,4. PhD,1. Married,53537.0,3. Upper-Middle,1,1,2014-01-30,17,81,0,6,0,0,6,93,2,2,1,3,5,0,0,0,0,0,0,Not Accept,0,0
174,641,1967,47,5. Elderly,2. Graduation,2. Single,52074.0,3. Upper-Middle,0,1,2014-04-04,77,59,0,12,0,0,48,119,1,2,2,2,4,1,0,0,0,0,1,Accept,0,0
175,8717,1975,39,4. Adult,4. PhD,1. Married,80427.0,4. Upper,0,1,2012-09-12,56,1149,71,449,69,71,26,1835,1,11,8,8,5,0,0,0,0,0,0,Not Accept,0,0
176,10314,1948,66,6. Old,4. PhD,1. Married,83837.0,4. Upper,0,0,2012-12-16,79,847,66,119,86,89,111,1318,1,9,10,5,4,0,1,0,1,0,3,Accept,0,1
177,10854,1970,44,4. Adult,4. PhD,1. Married,38853.0,2. Lower-Middle,1,1,2014-05-23,90,29,0,14,0,0,2,45,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
178,10492,1959,55,5. Elderly,2. Graduation,1. Married,38285.0,2. Lower-Middle,2,1,2014-06-24,96,2,0,5,2,0,1,10,1,0,0,3,2,0,0,0,0,0,0,Not Accept,0,0
179,6935,1951,63,5. Elderly,3. Master,1. Married,78497.0,4. Upper,0,0,2013-12-01,44,207,26,447,75,0,223,978,1,5,7,12,2,0,0,0,1,0,1,Accept,0,0
180,7698,1976,38,4. Adult,4. PhD,1. Married,51650.0,3. Upper-Middle,0,1,2014-05-11,81,152,3,22,2,5,7,191,1,4,1,4,5,0,0,0,0,0,0,Not Accept,0,0
181,3559,1988,26,4. Adult,3. Master,1. Married,16248.0,1. Lower,1,0,2014-05-10,77,12,11,10,3,12,9,57,3,2,1,3,6,0,0,0,0,0,0,Not Accept,0,0
182,10562,1946,68,6. Old,3. Master,1. Married,66835.0,3. Upper-Middle,0,0,2013-09-28,21,620,26,195,34,17,141,1033,1,6,4,13,2,0,0,0,0,0,0,Not Accept,0,0
183,10796,1984,30,4. Adult,3. Master,1. Married,30477.0,1. Lower,1,0,2014-01-22,16,47,1,6,0,0,12,66,1,1,1,3,6,0,0,0,0,0,0,Not Accept,0,0
184,2563,1961,53,5. Elderly,1. Basic,1. Married,28249.0,1. Lower,0,0,2014-06-15,80,1,9,7,2,14,10,43,1,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
185,3518,1983,31,4. Adult,2. Graduation,1. Married,25271.0,1. Lower,1,0,2012-12-05,45,10,1,18,10,4,7,50,1,1,1,2,9,0,0,0,0,0,0,Not Accept,0,0
186,5823,1970,44,4. Adult,4. PhD,2. Single,32303.0,1. Lower,0,1,2014-03-08,63,35,0,2,0,0,2,39,2,1,0,4,5,0,0,0,0,0,0,Not Accept,0,0
187,3934,1966,48,5. Elderly,2. Graduation,1. Married,61286.0,3. Upper-Middle,0,1,2013-08-02,34,356,0,107,19,9,117,608,2,7,1,8,5,0,0,0,0,0,0,Not Accept,0,0
188,6982,1976,38,4. Adult,2. Graduation,1. Married,74068.0,4. Upper,0,0,2013-03-19,14,783,30,537,140,76,15,1581,1,4,10,9,2,0,0,0,0,0,0,Not Accept,0,0
189,6431,1964,50,5. Elderly,4. PhD,1. Married,45759.0,2. Lower-Middle,1,1,2013-02-23,13,42,1,18,3,0,4,68,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
190,9733,1978,36,4. Adult,1. Basic,1. Married,24882.0,1. Lower,1,0,2012-09-09,52,1,4,10,29,0,36,80,1,1,1,2,6,1,0,0,0,0,1,Accept,0,0
191,5602,1989,25,3. Teenage,4. PhD,1. Married,66973.0,3. Upper-Middle,0,0,2013-05-17,98,466,22,432,147,113,102,1282,1,8,7,12,3,0,0,0,0,0,0,Not Accept,0,0
192,7829,1976,38,4. Adult,3. Master,3. Divorced,36640.0,2. Lower-Middle,1,0,2013-09-26,99,15,6,8,7,4,25,65,1,2,1,2,5,0,0,0,0,0,0,Not Accept,1,0
193,1324,1988,26,4. Adult,2. Graduation,1. Married,38872.0,2. Lower-Middle,1,0,2013-05-30,93,23,3,21,3,19,22,91,2,3,0,3,8,0,0,0,0,0,0,Not Accept,0,0
194,326,1973,41,4. Adult,2. Graduation,1. Married,51148.0,2. Lower-Middle,1,1,2013-02-18,38,235,6,45,8,9,12,315,4,5,1,6,6,0,0,0,0,0,0,Not Accept,0,0
195,7224,1977,37,4. Adult,2. Graduation,1. Married,31353.0,1. Lower,1,1,2013-12-29,24,10,0,10,3,1,7,31,2,1,1,2,8,0,0,0,0,0,0,Not Accept,0,0
196,6999,1980,34,4. Adult,3. Master,1. Married,69661.0,4. Upper,0,0,2014-05-13,80,656,16,106,32,16,8,834,1,7,3,12,3,0,0,0,0,0,0,Not Accept,0,0
197,9938,1954,60,5. Elderly,2. Graduation,1. Married,80067.0,4. Upper,0,0,2013-09-19,82,519,17,813,27,173,51,1600,1,4,6,6,2,0,0,1,0,0,1,Accept,0,0
198,6422,1954,60,5. Elderly,2. Graduation,1. Married,86718.0,4. Upper,0,0,2013-01-17,20,344,189,482,50,33,172,1270,1,5,6,5,2,0,0,0,0,0,0,Not Accept,0,0
199,3182,1973,41,4. Adult,4. PhD,2. Single,46854.0,2. Lower-Middle,1,1,2014-03-31,81,96,1,79,7,1,79,263,6,5,1,3,8,1,0,0,0,0,2,Accept,0,1
200,7300,1952,62,5. Elderly,2. Graduation,3. Divorced,69142.0,4. Upper,0,1,2014-06-29,50,448,4,34,6,4,39,535,3,8,1,7,5,0,1,0,0,0,1,Accept,0,0
201,10424,1968,46,5. Elderly,2. Graduation,2. Single,75922.0,4. Upper,0,0,2013-12-09,60,265,138,553,224,23,92,1295,1,4,4,9,1,0,0,0,0,0,0,Not Accept,0,0
202,8727,1978,36,4. Adult,2. Graduation,3. Divorced,63693.0,3. Upper-Middle,0,1,2013-10-14,63,587,43,337,42,87,54,1150,3,11,6,9,6,0,0,0,0,0,0,Not Accept,0,0
203,2798,1977,37,4. Adult,4. PhD,1. Married,102160.0,4. Upper,0,0,2012-11-02,54,763,29,138,76,176,58,1240,0,7,9,10,4,0,1,1,1,0,4,Accept,0,1
204,1030,1965,49,5. Elderly,4. PhD,2. Single,40637.0,2. Lower-Middle,1,1,2013-07-17,72,22,0,13,0,0,3,38,2,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
205,624,1984,30,4. Adult,3. Master,2. Single,18890.0,1. Lower,0,0,2012-11-10,5,6,4,1,7,2,15,35,1,0,1,2,6,1,0,0,0,0,2,Accept,0,1
206,5176,1988,26,4. Adult,2. Graduation,1. Married,29604.0,1. Lower,1,0,2013-12-08,88,7,6,13,7,6,14,53,1,1,0,3,9,1,0,0,0,0,1,Accept,0,0
207,5552,1963,51,5. Elderly,3. Master,3. Divorced,48721.0,2. Lower-Middle,1,1,2013-05-13,50,81,18,113,47,13,21,293,6,4,2,5,6,0,0,0,0,0,0,Not Accept,0,0
208,868,1966,48,5. Elderly,2. Graduation,1. Married,44794.0,2. Lower-Middle,0,1,2014-06-08,99,54,0,7,0,0,4,65,1,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
209,380,1954,60,5. Elderly,2. Graduation,3. Divorced,64497.0,3. Upper-Middle,0,1,2012-09-10,17,1170,48,320,42,32,192,1804,5,11,4,9,8,1,0,0,0,0,2,Accept,0,1
210,2677,1956,58,5. Elderly,2. Graduation,1. Married,46097.0,2. Lower-Middle,0,1,2013-03-31,11,72,24,68,65,4,8,241,5,3,1,6,4,0,0,0,0,0,0,Not Accept,0,0
211,6521,1954,60,5. Elderly,2. Graduation,1. Married,77972.0,4. Upper,0,0,2014-03-18,18,613,22,319,33,102,12,1101,1,4,6,9,1,0,0,0,0,0,0,Not Accept,0,0
212,6927,1968,46,5. Elderly,4. PhD,1. Married,44377.0,2. Lower-Middle,1,1,2012-10-05,70,224,0,30,0,0,10,264,8,5,1,5,8,0,0,0,0,0,0,Not Accept,0,0
213,2877,1974,40,4. Adult,3. Master,1. Married,46014.0,2. Lower-Middle,1,1,2013-01-21,21,410,0,59,19,9,44,541,10,7,1,8,7,0,0,0,0,0,0,Not Accept,0,0
214,6277,1985,29,4. Adult,2. Graduation,1. Married,70951.0,4. Upper,0,0,2013-05-04,66,239,10,554,254,87,54,1198,1,3,4,9,1,0,0,0,0,0,0,Not Accept,0,0
215,1584,1977,37,4. Adult,2. Graduation,1. Married,41443.0,2. Lower-Middle,1,0,2014-04-01,79,171,7,171,25,19,89,482,6,8,1,5,8,0,0,0,0,0,0,Not Accept,0,0
216,7264,1978,36,4. Adult,3. Master,2. Single,52195.0,3. Upper-Middle,2,1,2014-05-12,2,12,0,4,0,0,1,17,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
217,6274,1948,66,6. Old,3. Master,1. Married,83790.0,4. Upper,0,0,2013-11-15,81,1076,16,417,42,48,16,1615,1,8,10,6,3,0,1,1,0,0,2,Accept,0,0
218,1377,1954,60,5. Elderly,3. Master,4. Widow,44551.0,2. Lower-Middle,0,1,2013-08-31,24,182,4,33,0,0,66,285,2,4,1,5,7,0,0,0,0,0,0,Not Accept,0,0
219,454,1980,34,4. Adult,2. Graduation,1. Married,69508.0,4. Upper,1,0,2012-11-14,48,824,32,162,42,32,43,1135,2,11,4,11,6,0,0,0,0,0,0,Not Accept,0,0
220,1755,1988,26,4. Adult,3. Master,1. Married,45204.0,2. Lower-Middle,1,0,2014-04-11,93,30,11,25,29,1,18,114,1,1,1,4,3,0,0,0,0,0,0,Not Accept,0,0
221,2075,1969,45,4. Adult,2. Graduation,1. Married,72460.0,4. Upper,0,0,2013-11-14,56,377,10,540,80,30,10,1047,1,3,5,7,1,0,0,0,0,0,0,Not Accept,0,0
222,4785,1970,44,4. Adult,4. PhD,1. Married,77622.0,4. Upper,0,2,2014-04-14,3,520,7,154,19,0,14,714,2,6,3,11,3,0,0,0,0,0,0,Not Accept,0,0
223,9076,1980,34,4. Adult,4. PhD,1. Married,30732.0,1. Lower,1,0,2013-01-05,44,155,1,25,0,1,3,185,4,4,1,4,8,0,0,0,0,0,0,Not Accept,0,0
224,7079,1962,52,5. Elderly,2. Graduation,3. Divorced,63887.0,3. Upper-Middle,0,1,2012-09-08,38,897,23,207,15,11,92,1245,5,9,6,12,6,0,0,0,0,0,0,Not Accept,0,0
225,4653,1978,36,4. Adult,2. Graduation,1. Married,42011.0,2. Lower-Middle,1,0,2013-03-26,46,131,0,16,2,1,39,189,4,3,1,4,8,0,0,0,0,0,0,Not Accept,0,0
226,7375,1976,38,4. Adult,2. Graduation,1. Married,51369.0,2. Lower-Middle,0,1,2012-10-25,84,297,7,79,0,11,182,576,2,8,2,4,8,0,0,0,0,0,0,Not Accept,0,0
227,709,1952,62,5. Elderly,2. Graduation,3. Divorced,51537.0,3. Upper-Middle,0,1,2012-12-09,27,787,20,204,0,0,92,1103,3,2,2,11,8,0,0,0,0,0,0,Not Accept,0,0
228,460,1972,42,4. Adult,4. PhD,1. Married,79930.0,4. Upper,0,0,2012-08-08,72,792,86,740,67,51,17,1753,1,3,5,8,2,0,0,0,0,0,0,Not Accept,0,0
229,3726,1986,28,4. Adult,4. PhD,1. Married,34320.0,1. Lower,1,0,2014-02-16,66,4,1,9,3,0,0,17,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
230,6798,1966,48,5. Elderly,2. Graduation,2. Single,37070.0,2. Lower-Middle,1,1,2013-03-20,30,231,7,137,4,15,39,433,9,5,1,8,7,0,0,0,0,0,1,Accept,0,1
231,5341,1962,52,5. Elderly,3. Master,3. Divorced,81975.0,4. Upper,0,1,2013-01-05,2,983,76,184,180,138,27,1588,1,6,3,4,7,0,0,1,0,0,1,Accept,0,0
232,1606,1971,43,4. Adult,2. Graduation,1. Married,38590.0,2. Lower-Middle,1,0,2013-05-15,65,3,1,8,4,3,3,22,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
233,9617,1951,63,5. Elderly,2. Graduation,2. Single,15033.0,1. Lower,0,0,2014-04-16,37,0,4,5,6,0,4,19,1,1,0,3,3,0,0,0,0,0,0,Not Accept,0,0
234,3233,1965,49,5. Elderly,4. PhD,1. Married,62745.0,3. Upper-Middle,0,1,2013-03-23,89,562,21,464,28,10,32,1117,3,7,8,11,5,0,0,0,0,0,0,Not Accept,0,0
235,89,1975,39,4. Adult,3. Master,1. Married,22212.0,1. Lower,1,0,2013-12-09,49,5,9,20,6,8,21,69,2,2,0,4,6,0,0,0,0,0,0,Not Accept,0,0
236,2936,1982,32,4. Adult,3. Master,1. Married,23661.0,1. Lower,1,0,2013-12-04,46,18,0,4,0,0,1,23,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
237,9449,1958,56,5. Elderly,4. PhD,2. Single,79761.0,4. Upper,0,1,2013-10-04,32,415,5,124,15,35,11,605,1,5,2,11,3,0,0,0,0,0,0,Not Accept,0,0
238,7297,1973,41,4. Adult,2. Graduation,2. Single,7500.0,1. Lower,1,0,2013-12-26,54,5,3,10,12,7,20,57,4,3,1,3,7,0,0,0,0,0,0,Not Accept,0,0
239,11004,1970,44,4. Adult,3. Master,2. Single,60182.0,3. Upper-Middle,0,1,2014-05-17,23,8,0,5,7,0,2,22,1,1,0,2,4,0,0,0,0,0,0,Not Accept,0,0
240,313,1968,46,5. Elderly,2. Graduation,4. Widow,73455.0,4. Upper,0,0,2013-10-28,98,901,61,757,186,163,20,2088,1,6,5,10,3,0,1,0,0,0,1,Accept,0,0
241,9940,1958,56,5. Elderly,2. Graduation,1. Married,64961.0,3. Upper-Middle,0,1,2012-12-23,97,382,114,276,75,124,38,1009,2,6,4,4,3,0,0,0,0,0,0,Not Accept,0,0
242,10735,1971,43,4. Adult,2. Graduation,2. Single,22804.0,1. Lower,1,0,2013-07-31,75,14,1,7,2,1,1,26,1,2,0,2,9,0,0,0,0,0,0,Not Accept,0,0
243,9529,1990,24,3. Teenage,2. Graduation,1. Married,73687.0,4. Upper,0,0,2013-11-28,8,559,153,503,218,13,181,1627,1,3,9,9,2,0,0,0,1,0,2,Accept,0,1
244,6439,1958,56,5. Elderly,2. Graduation,1. Married,61074.0,3. Upper-Middle,0,1,2012-08-17,37,789,0,133,0,28,152,1102,7,11,5,8,7,0,0,0,0,0,0,Not Accept,0,0
245,7411,1964,50,5. Elderly,4. PhD,1. Married,31686.0,1. Lower,1,1,2014-06-05,31,11,0,5,0,0,1,17,2,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
246,2176,1972,42,4. Adult,2. Graduation,1. Married,80134.0,4. Upper,1,0,2013-05-20,40,1218,16,272,104,0,80,1690,2,5,3,6,6,0,1,1,1,0,4,Accept,0,1
247,9265,1953,61,5. Elderly,2. Graduation,1. Married,75027.0,4. Upper,0,1,2013-01-09,74,925,64,179,133,12,77,1390,2,9,4,6,5,0,0,0,0,0,0,Not Accept,0,0
248,8867,1988,26,4. Adult,4. PhD,1. Married,67546.0,3. Upper-Middle,0,0,2012-08-31,90,864,134,768,150,38,172,2126,1,4,10,5,3,0,0,0,0,0,0,Not Accept,0,0
249,8932,1969,45,4. Adult,3. Master,1. Married,65176.0,3. Upper-Middle,0,1,2012-10-29,57,960,28,183,220,70,70,1531,4,9,6,6,6,0,0,0,0,0,0,Not Accept,0,0
250,10236,1975,39,4. Adult,3. Master,2. Single,31160.0,1. Lower,1,0,2013-09-16,59,16,3,25,6,1,13,64,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
251,6340,1985,29,4. Adult,2. Graduation,2. Single,29938.0,1. Lower,1,0,2013-10-27,52,3,3,7,0,2,11,26,2,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
252,10089,1974,40,4. Adult,2. Graduation,3. Divorced,102692.0,4. Upper,0,0,2013-04-05,5,168,148,444,32,172,148,1112,1,6,9,13,2,0,1,1,1,1,5,Accept,0,1
253,2227,1958,56,5. Elderly,3. Master,1. Married,26490.0,1. Lower,0,0,2012-09-22,92,45,47,52,21,20,25,210,2,3,1,5,6,0,0,0,0,0,0,Not Accept,0,0
254,10992,1967,47,5. Elderly,2. Graduation,1. Married,75702.0,4. Upper,1,1,2012-08-29,77,650,28,353,45,42,30,1148,5,4,6,11,8,0,0,0,0,0,0,Not Accept,0,0
255,5304,1974,40,4. Adult,4. PhD,2. Single,30899.0,1. Lower,1,0,2012-10-13,35,24,0,8,0,0,1,33,2,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
256,309,1961,53,5. Elderly,4. PhD,1. Married,63342.0,3. Upper-Middle,0,1,2012-10-16,48,918,21,118,13,10,21,1101,3,8,3,5,6,0,1,0,0,0,1,Accept,0,0
257,3406,1964,50,5. Elderly,2. Graduation,2. Single,45989.0,2. Lower-Middle,0,1,2012-10-22,97,138,33,87,28,24,12,322,4,3,2,7,3,0,0,0,0,0,0,Not Accept,0,0
258,2661,1964,50,5. Elderly,2. Graduation,2. Single,18701.0,1. Lower,1,1,2013-06-04,95,12,4,2,10,6,10,44,4,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
259,3153,1957,57,5. Elderly,4. PhD,2. Single,40737.0,2. Lower-Middle,2,1,2013-12-08,24,11,0,4,0,0,2,17,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
260,10264,1979,35,4. Adult,2. Graduation,3. Divorced,15287.0,1. Lower,1,0,2012-10-10,60,1,2,8,4,3,13,31,2,1,1,2,7,1,0,0,0,0,2,Accept,0,1
261,1184,1968,46,5. Elderly,4. PhD,3. Divorced,69674.0,4. Upper,0,2,2013-05-22,46,554,41,215,11,0,24,845,3,10,2,10,5,0,0,0,0,0,0,Not Accept,0,0
262,4200,1970,44,4. Adult,3. Master,1. Married,44159.0,2. Lower-Middle,1,0,2014-06-17,85,167,2,62,24,13,7,275,4,4,1,6,5,0,0,0,0,0,0,Not Accept,0,0
263,9396,1978,36,4. Adult,4. PhD,1. Married,37717.0,2. Lower-Middle,1,0,2012-11-23,31,9,0,6,4,1,5,25,1,1,0,2,9,0,0,0,0,0,0,Not Accept,0,0
264,2387,1952,62,5. Elderly,3. Master,1. Married,43776.0,2. Lower-Middle,1,1,2013-02-03,9,177,2,71,3,2,20,275,6,5,2,4,8,0,0,0,0,0,1,Accept,0,1
265,6690,1966,48,5. Elderly,3. Master,1. Married,38179.0,2. Lower-Middle,1,1,2013-03-14,30,38,4,22,4,2,20,90,4,3,1,3,7,0,0,0,0,0,0,Not Accept,0,0
266,1225,1963,51,5. Elderly,2. Graduation,1. Married,80124.0,4. Upper,0,0,2014-06-26,47,483,84,398,205,84,241,1495,1,3,7,8,1,1,0,0,0,0,1,Accept,0,0
267,9703,1970,44,4. Adult,4. PhD,1. Married,38097.0,2. Lower-Middle,1,1,2012-10-15,70,77,2,35,0,1,69,184,4,3,2,2,7,1,0,0,0,0,2,Accept,0,1
268,291,1970,44,4. Adult,2. Graduation,1. Married,72940.0,4. Upper,0,0,2013-06-19,13,182,74,298,162,149,116,981,1,3,3,6,1,0,0,0,0,0,0,Not Accept,0,0
269,4557,1970,44,4. Adult,2. Graduation,1. Married,22070.0,1. Lower,1,0,2013-10-04,11,10,7,19,8,2,21,67,2,2,2,2,6,0,0,0,0,0,0,Not Accept,0,0
270,2379,1953,61,5. Elderly,2. Graduation,2. Single,69267.0,4. Upper,0,0,2012-09-22,31,778,44,499,95,73,146,1635,2,3,4,5,7,0,0,0,0,0,1,Accept,0,1
271,5726,1983,31,4. Adult,3. Master,2. Single,31788.0,1. Lower,1,0,2014-03-20,15,16,7,23,0,8,6,60,3,3,0,4,5,0,0,0,0,0,0,Not Accept,1,0
272,3066,1975,39,4. Adult,4. PhD,1. Married,61905.0,3. Upper-Middle,0,1,2014-02-04,2,167,0,43,6,2,13,231,2,4,2,4,5,0,0,0,0,0,0,Not Accept,0,0
273,6336,1960,54,5. Elderly,2. Graduation,1. Married,29315.0,1. Lower,1,1,2014-04-06,55,13,2,14,8,7,4,48,4,2,0,4,6,0,0,0,0,0,0,Not Accept,0,0
